target,ids,date,flag,user,text
Positive,1468785942,Tue Apr 07 03:43:38 PDT 2009,NO_QUERY,bigste78,@garry1bowie @Karen230683 i love my faithful old treo (plus the low t-mobile cost) 
Negative,1564521698,Mon Apr 20 03:53:01 PDT 2009,NO_QUERY,Basketball1Love,"I have a break at the moment and listen to music. and later, I must return to school ... I hate chemistry "
Positive,1556725460,Sun Apr 19 00:03:11 PDT 2009,NO_QUERY,davekim,"@missrogue &quot;David, your Amazon order for 'The Whuffie Factor' will arrive April 23&quot;  http://bit.ly/QtV0e"
Negative,1553915132,Sat Apr 18 15:33:33 PDT 2009,NO_QUERY,Colez,Wants the other half of the dream team tonight  @akchevie will be missed! Plotting to kidnap her! Mwahaha!
Positive,1563776451,Mon Apr 20 00:13:01 PDT 2009,NO_QUERY,bld93561,ahhhhhhhhhh.....  nothing better than a 2am bath!!
Positive,1559193404,Sun Apr 19 10:30:26 PDT 2009,NO_QUERY,thepinkscoot,Good news from Cali: They overcame the issues; placed 10th &amp; won the communication award.  http://poisson.me.dal.ca/~dp_08_14/
Positive,1470182529,Tue Apr 07 08:35:36 PDT 2009,NO_QUERY,ammr,"@cait i will try my best , thank you "
Positive,1557960834,Sun Apr 19 06:44:27 PDT 2009,NO_QUERY,__skylinebeat,talking to gemma  i miss you and i love you &amp;&amp;&amp;&amp; i can't wait to see you and lara 
Positive,1563577201,Sun Apr 19 23:22:38 PDT 2009,NO_QUERY,pumpthisvenom,"@Franklero Frankie, so...how's buckley? i miss seeing some photos! or of their other dogs *-* reply if you can! "
Positive,1468954564,Tue Apr 07 04:34:18 PDT 2009,NO_QUERY,joooliee,@trianglechris YUM what do you guys think you're gonna serve?   
Positive,1558884649,Sun Apr 19 09:40:14 PDT 2009,NO_QUERY,Theokroese,Preparing for a week full of business 
Positive,1550848539,Sat Apr 18 07:26:18 PDT 2009,NO_QUERY,KBarrance76,Off to watch the Boyz in Blue WIN!! 
Negative,1558315979,Sun Apr 19 07:59:44 PDT 2009,NO_QUERY,sarah29457,@haelo07 Any packages come? Still none for me. 
Negative,1557933140,Sun Apr 19 06:37:46 PDT 2009,NO_QUERY,Sloaner24,heading to church with my dad and alex - then seeing them off 
Positive,1469154320,Tue Apr 07 05:24:51 PDT 2009,NO_QUERY,jonkoo,I love this band  Great version of the Bee Gees classic.  ? http://blip.fm/~3xehs
Negative,1573232048,Tue Apr 21 00:15:20 PDT 2009,NO_QUERY,Undo1,@PKGough also gaga goes ga-ga for HER tea cup http://is.gd/tC0H 'her obsession with crockery...' yup. unstable 
Negative,1564804880,Mon Apr 20 04:59:17 PDT 2009,NO_QUERY,vaninais,@graceobrien no. you cant be maryanne. i do not like her cause what she did to carl was so mean 
Positive,1564233669,Mon Apr 20 02:27:52 PDT 2009,NO_QUERY,jamie_jk,@moltke happy to have made you happy 
Negative,1556414184,Sat Apr 18 22:44:46 PDT 2009,NO_QUERY,Lovinhislight,http://twitpic.com/3kyzs - Wall Art! Lee-Ann helped me...but i'm noticing they don't stick very well. 
Negative,1572837935,Mon Apr 20 22:44:19 PDT 2009,NO_QUERY,SCRWD,up early awaiting a plumber - tis chilly this morning and I left my coat at work 
Positive,1469645623,Tue Apr 07 07:00:08 PDT 2009,NO_QUERY,JazCummins,"You Send It.com is good, helpful, free, yay  http://www.yousendit.com/ http://bit.ly/scsaG"
Positive,1468366569,Tue Apr 07 01:14:00 PDT 2009,NO_QUERY,kellyifrah,@AndrewHansen1 thanks for being my 1000th follower 
Positive,1564331791,Mon Apr 20 02:58:05 PDT 2009,NO_QUERY,MichelleFlynn,@westleyl no way!  does she want to cycle to paris with us??? 
Negative,1557758766,Sun Apr 19 05:52:10 PDT 2009,NO_QUERY,mallyallycat,Totally got shitted out of the good seat in the van. Its gonna be a long 8 hours.  oh well
Negative,1555757934,Sat Apr 18 20:36:33 PDT 2009,NO_QUERY,theresa001,"Watching Slumdog Millionaire - omg - it breaks my heart to see these kids in those conditions -I'm sad, horrified, &amp; can't bear to watch "
Positive,1469293016,Tue Apr 07 05:54:46 PDT 2009,NO_QUERY,keli_h,@AmberAusten oh good ... then i have more of those nights to look forward to! 
Negative,1557256919,Sun Apr 19 02:58:16 PDT 2009,NO_QUERY,vaishalee,Pari took off k and r from my keyboard while I was away. 
Negative,1468820221,Tue Apr 07 03:54:26 PDT 2009,NO_QUERY,MelissaMartin_,just after waking up.. Im tired 
Negative,1554011514,Sat Apr 18 15:49:33 PDT 2009,NO_QUERY,dani2528,Yeah! Finally great weather in Ohio!!! For the moment 
Positive,1563535854,Sun Apr 19 23:12:46 PDT 2009,NO_QUERY,Amiezoxox,Hello!!! Am loving life at the moment  oxoxoxox hope everyone is well 
Positive,1565262034,Mon Apr 20 06:19:29 PDT 2009,NO_QUERY,pearlbones,@davefmv yeahh  best bus journey ovf ma life 
Negative,1564408070,Mon Apr 20 03:20:50 PDT 2009,NO_QUERY,ashleighg44,just watched what happens in vegas. i have no friends on twitter to tell this too tho  wah wah
Positive,1564138350,Mon Apr 20 01:58:24 PDT 2009,NO_QUERY,Tim_L_Thompson,@FrankBauer couldn't agree more!  interesting concept eating fresh seafood while a Bull shark looks on - just glad we were not dinner 
Positive,1556648523,Sat Apr 18 23:42:58 PDT 2009,NO_QUERY,GreenShoelace,With our friends MSTRKRFT on stage at Sahara.  They are doing it once again 
Negative,1556180927,Sat Apr 18 21:54:55 PDT 2009,NO_QUERY,famapanda,@hhhm i do too... ahhhhh  
Positive,1556958151,Sun Apr 19 01:13:28 PDT 2009,NO_QUERY,greatsaleen,Finally - it is Aakash who gets me on twitter ... 
Negative,1468432505,Tue Apr 07 01:38:04 PDT 2009,NO_QUERY,Beatfiasco,Wordpress is being a bitch-ass bitch! Otherwise there'd be a new Silence remix up 
Negative,1557293618,Sun Apr 19 03:12:10 PDT 2009,NO_QUERY,Jamie_Carter,I need something to do on a sunday that i actually want to do instead of just pigging out 
Negative,1676192244,Fri May 01 21:20:37 PDT 2009,NO_QUERY,cmosley2006,where are you holly  lol
Positive,1558883514,Sun Apr 19 09:40:04 PDT 2009,NO_QUERY,lthornborough,Just finished my history coursework! yay! 
Negative,1573761838,Tue Apr 21 02:44:14 PDT 2009,NO_QUERY,martinpacker,For some reason Bedfont guest wireless won't go to Evernote or gmail. 
Negative,1573906729,Tue Apr 21 03:25:04 PDT 2009,NO_QUERY,joyousbeast,Loving this weather! Will be able to go on my 3rd long bike ride in as many days. Have to back up to brum tomoz though   roads not as good
Negative,1556781729,Sun Apr 19 00:19:07 PDT 2009,NO_QUERY,kevinwcline,@JeffReburn thanx but i barely had enough to get the one at 140 it just took to long for me to get a login and password set up.  
Negative,1572929387,Mon Apr 20 23:03:49 PDT 2009,NO_QUERY,marcimallow,@failurebydsgn Ok.  My bad. 
Positive,1559163497,Sun Apr 19 10:25:41 PDT 2009,NO_QUERY,cancerlost,@AmyB11569 HI Big virtual hugs to ya  Im getting ready to drive out to Boston....pretty nervous but soon it will be over. Staying STRONG
Positive,1548559204,Fri Apr 17 21:17:37 PDT 2009,NO_QUERY,carolynn_ann,Tonights been weirdly fun 
Negative,1469811697,Tue Apr 07 07:29:27 PDT 2009,NO_QUERY,cysmich,"GreaterLansingWelcome back party for the Spartans! Breslin Center, 10:45 this morning! Team arrives about 11:15 a.m. Wish I could go "
Negative,1557509993,Sun Apr 19 04:32:53 PDT 2009,NO_QUERY,BossTycoonLZ,Red cream soda really does it cut it when ur fienin for some H2O damnit 
Negative,1564830167,Mon Apr 20 05:04:13 PDT 2009,NO_QUERY,missevil08,Starting another week of work 
Positive,1557746641,Sun Apr 19 05:48:40 PDT 2009,NO_QUERY,JustTooBusy,@dlloydthemlmpro Oh yes I struggle with limit but I like it as it keeps me brief (sometimes!) 
Positive,1557540411,Sun Apr 19 04:43:38 PDT 2009,NO_QUERY,simsing,Ate so much.. lol. Was good tho 
Negative,1676536000,Fri May 01 22:20:31 PDT 2009,NO_QUERY,escapetheday,@inc_mpletexx Seriously. 
Negative,1564262385,Mon Apr 20 02:36:46 PDT 2009,NO_QUERY,Jeszyy,"Again working, the weekend is way to short "
Negative,1468405683,Tue Apr 07 01:28:12 PDT 2009,NO_QUERY,Bartemans,"@robertzalme Yes I do... Too much theory getting in, not much solutions coming out... "
Positive,1564585618,Mon Apr 20 04:09:14 PDT 2009,NO_QUERY,SeeTheSunInMe,"Hmm , .. the singing practise was canceled today  . But i got home earlier !  . Also , gonna get a bad bad grade on the math test..:/"
Negative,1468034467,Mon Apr 06 23:22:06 PDT 2009,NO_QUERY,gmthomas,"I totally have like...  four girl options, and none of them seem viable "
Negative,1469759881,Tue Apr 07 07:20:16 PDT 2009,NO_QUERY,LizMathews,@thebrokenplate i work 5 days a week 
Positive,1564604761,Mon Apr 20 04:14:05 PDT 2009,NO_QUERY,jaylovesdougie,"@dougiemcfly http://twitpic.com/3negn - god danny looks so different, tom very nicee "
Positive,1556924285,Sun Apr 19 01:02:22 PDT 2009,NO_QUERY,pinkie_pie,@TheBetterSexDoc cool career  Is it hard to help people with their problems?
Negative,1468565652,Tue Apr 07 02:26:58 PDT 2009,NO_QUERY,HKHam,@imagethief I know where you found that... But your URL is so much tinier than mine 
Negative,1564243749,Mon Apr 20 02:30:57 PDT 2009,NO_QUERY,melonkissed,i really want that Canon EOS 350D.. 
Negative,1553488687,Sat Apr 18 14:24:15 PDT 2009,NO_QUERY,Schmal,@PCHintsNTips More ways to promote ads and get you to be a consumer of the YT partners by taking away YOUR views that you EARNED away. 
Positive,1468472383,Tue Apr 07 01:52:51 PDT 2009,NO_QUERY,CruzHilton,@MandyyJirouxx  Say Hello  lol x
Negative,1676502633,Fri May 01 22:14:22 PDT 2009,NO_QUERY,franklin_nicole,@Pixie_Maw oh  i want it to stay there.. Why do you think it goes? Does yours go?
Positive,1557631004,Sun Apr 19 05:13:16 PDT 2009,NO_QUERY,manuelchao,"Today its being a nice day; windy, but kind of sunny  Spring time, and I'm a little, mmmm...I'm going to see something in Youtube / xtube"
Negative,1564310266,Mon Apr 20 02:51:33 PDT 2009,NO_QUERY,TessMorris,@Castiel84 ye &amp; not in a good way 
Positive,1559612254,Sun Apr 19 11:35:47 PDT 2009,NO_QUERY,ThatGirlPro,good morning 
Positive,1557746903,Sun Apr 19 05:48:44 PDT 2009,NO_QUERY,hotvogue,"@jasonstatham1 be careful when doing stunts, u need 2 b around 4 ever "
Positive,1557802391,Sun Apr 19 06:04:05 PDT 2009,NO_QUERY,AngelaMaiers,@RobynMcMaster- You're a doll Robyn! Hard sometimes balancing everything! Once I tweeted thought about priorities!  Game it is!! 
Negative,1559804026,Sun Apr 19 12:05:19 PDT 2009,NO_QUERY,dingledoink,@beagile How'd @ideguise and I do? Can't check for like an hour. 
Negative,1573510144,Tue Apr 21 01:30:41 PDT 2009,NO_QUERY,Fluffy_Cupycake,"@sleepwhenimdead laying in bed channel watching adult swim. about to call it a night, i gotta be up at 8 "
Negative,1469527467,Tue Apr 07 06:39:07 PDT 2009,NO_QUERY,recklessrik,gah.. can`t even close tags these days.. man my skillz are so non-1337.. best get a job doing Frontpage on Win98 
Positive,1563700344,Sun Apr 19 23:53:10 PDT 2009,NO_QUERY,SillySoul,"@musicasfuel damn, that playlist is awesome. Thanks for sharing.  http://bit.ly/15VBZi"
Positive,1564436157,Mon Apr 20 03:29:03 PDT 2009,NO_QUERY,sammie1992,is listening the radio 1 with Lady GAGA  totally insane about tea cup haha 
Negative,1469310135,Tue Apr 07 05:58:22 PDT 2009,NO_QUERY,Joker_Thorpe,"@Lorelei_Lovett Lucky! My Bebo's broken!  Says I have 112 friends, but doesn't display them!"
Negative,1573512849,Tue Apr 21 01:31:25 PDT 2009,NO_QUERY,orangeberi,"Fuck you mister migraine, go away... Far far away "
Positive,1563558614,Sun Apr 19 23:18:09 PDT 2009,NO_QUERY,merevuf,sunshine and summmmmmmmertime  and you know what that means....
Negative,1562362607,Sun Apr 19 19:48:20 PDT 2009,NO_QUERY,vanecita27,back to work tomorrow  so sad LOL
Positive,1564759006,Mon Apr 20 04:49:28 PDT 2009,NO_QUERY,RUBIO_Janet,@mikecheung I agree - in that respect they are cool. I think I just need to adjust my habits more than anything 
Negative,1677458112,Sat May 02 02:10:48 PDT 2009,NO_QUERY,Laraine09,@sammyrichards Morning im stuck at work today 
Negative,1469817440,Tue Apr 07 07:30:26 PDT 2009,NO_QUERY,sugree,argh. problem with keyring 
Positive,1553461041,Sat Apr 18 14:19:46 PDT 2009,NO_QUERY,TamingtheWolf,"@mlwt_lupus You can come plant one for me if you want   I want to, but just don't know when or how or what to do to begin "
Negative,1554130426,Sat Apr 18 16:09:04 PDT 2009,NO_QUERY,anacom89,I have a blister on my right thumb.  Stupid work.
Negative,1563579304,Sun Apr 19 23:23:07 PDT 2009,NO_QUERY,kolsch,@jc_323 i know  but i refuse to give up hope.
Negative,1564471739,Mon Apr 20 03:39:06 PDT 2009,NO_QUERY,daisy_andrew,in a french lesson! and i havent done my oral! 
Negative,1564334078,Mon Apr 20 02:58:48 PDT 2009,NO_QUERY,ozhut,"@whatdoisell Hi Lisa, I can't log in to WDIS  submitted a support ticket. waiting for reply. Hope to get back in soon"
Negative,1564149049,Mon Apr 20 02:01:28 PDT 2009,NO_QUERY,bulova21,I got a job and now I want to quit it run the shop.  I have to type up a letter tonight. 
Positive,1468365752,Tue Apr 07 01:13:42 PDT 2009,NO_QUERY,joe_bwab,@alisonhogarth; I've completed it now so no need to worry. I'll try and get back into pro evo 
Negative,1468636610,Tue Apr 07 02:52:30 PDT 2009,NO_QUERY,GeraldFoord,@CaptainSeeBass @SparkyMA girlfriend troubles. Got some serious thinking to do 
